Scrape Date (YYYY-MM-DD hh:mm);City;Provider;Location Name;Name of Apartment;Additional info Apartment name;Room Category;Address;Size;Rent (in Ä/All-In);Booking/Rate Type;Other info;Data Comment
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Standard;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;33;1709;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Standard;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;33;1739;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Standard;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;33;1739;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Standard;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;33;1739;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Standard;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;33;1739;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Standard;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;33;1739;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Standard;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;33;1739;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1759;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;47;1759;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;40;1779;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;40;1779;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;40;1779;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;40;1779;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;40;1779;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;40;1779;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Standard;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;33;1789;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Standard;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;33;1789;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Standard;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;33;1789;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Standard;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;33;1789;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Standard;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;33;1789;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Standard;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;33;1789;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Standard;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;33;1789;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Standard;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;33;1789;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Standard;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;33;1789;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Standard;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;33;1789;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Standard;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;33;1789;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Standard;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;33;1789;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Standard;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;33;1789;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Standard;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;33;1789;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Standard;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;33;1789;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;40;1799;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;40;1799;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;40;1799;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;40;1799;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1809;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1809;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1809;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1809;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1809;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1809;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1809;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1809;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1809;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1809;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1809;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1829;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1829;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1829;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1829;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1829;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1829;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1829;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1859;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1859;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1859;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Last Minute Offer (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1859;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1859;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;44;1909;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Altona;The Spacious;;Earlybird Promo (-100Ä)*;Oeverseestraﬂe 7, Hamburg, 22769;62;2369;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1259;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1259;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;19;1259;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1269;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1269;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1269;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Last Minute Offer (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1279;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Last Minute Offer (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1279;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1279;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;19;1279;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Last Minute Offer (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1289;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Last Minute Offer (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1289;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1289;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1289;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1289;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1289;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1289;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1299;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;19;1299;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;19;1299;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1309;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1309;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Last Minute Offer (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;22;1319;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Last Minute Offer (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;22;1319;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;22;1319;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;22;1319;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;22;1319;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;22;1319;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;21;1319;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Last Minute Offer (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1329;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Last Minute Offer (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1329;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1329;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1339;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;22;1349;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;22;1349;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;23;1349;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Last Minute Offer (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1359;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Last Minute Offer (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1359;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1359;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1359;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1359;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;23;1369;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;23;1369;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1379;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;20;1379;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;22;1399;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;22;1399;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;21;1399;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;21;1399;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;21;1399;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;21;1399;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;21;1409;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;21;1409;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;21;1409;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Last Minute Offer (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;22;1419;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Last Minute Offer (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;22;1419;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;22;1419;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;22;1419;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;21;1419;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;21;1419;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;22;1419;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;22;1419;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;22;1419;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;22;1419;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;21;1429;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;21;1429;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;21;1429;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;21;1439;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;21;1439;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;22;1439;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;22;1439;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;22;1439;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;21;1449;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Cozy;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;21;1449;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Standard;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;25;1499;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Standard;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;25;1499;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Standard;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;25;1519;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Standard;;Last Minute Offer (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;28;1579;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Standard;;Last Minute Offer (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;28;1579;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Standard;;Last Minute Offer (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;28;1579;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Standard;;Last Minute Offer (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;28;1579;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Standard;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;28;1579;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Standard;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;27;1589;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Standard;;Last Minute Offer (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;29;1599;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Standard;;Last Minute Offer (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;29;1599;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Standard;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;29;1599;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Standard;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;29;1599;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Standard;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;26;1599;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Standard;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;26;1599;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Standard;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;32;1599;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Standard;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;32;1599;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Standard;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;34;1639;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Standard;;Earlybird Promo (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;28;1679;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Standard;;Last Minute Offer (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;34;1719;;;
2025-12-11 00:00;Hamburg;Havens Living;Hamburg Hammerbrook;The Standard;;Last Minute Offer (-100Ä)*;Sachsenstraﬂe 15, Hamburg, 20097;34;1719;;;
